monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,0,1,0,20250412,20250426,3355
0,0,0,0,0,1,0,20250412,20250426,3816
0,0,0,0,0,1,0,20250412,20250426,678
0,0,0,0,0,1,0,20250412,20250426,81
0,0,0,0,0,1,0,20250412,20250426,842
0,0,0,0,0,1,0,20250417,20250426,2108
0,0,0,0,0,1,0,20250419,20250426,215
0,0,0,0,0,1,0,20250419,20250427,1321
0,0,0,0,0,1,0,20250419,20250429,22
0,0,0,0,0,1,1,20250330,20250405,1709
0,0,0,0,0,1,1,20250330,20250405,3480
0,0,0,0,0,1,1,20250330,20250405,3548
0,0,0,0,0,1,1,20250330,20250405,3791
0,0,0,0,0,1,1,20250330,20250405,909
0,0,0,0,0,1,1,20250330,20250406,4385
0,0,0,0,0,1,1,20250330,20250411,2474
0,0,0,0,0,1,1,20250330,20250412,2647
0,0,0,0,0,1,1,20250330,20250412,3094
0,0,0,0,0,1,1,20250330,20250412,4137
0,0,0,0,0,1,1,20250330,20250412,4339
0,0,0,0,0,1,1,20250330,20250413,1466
0,0,0,0,0,1,1,20250330,20250413,2357
0,0,0,0,0,1,1,20250330,20250413,3507
0,0,0,0,0,1,1,20250330,20250413,4371
0,0,0,0,0,1,1,20250330,20250413,533
0,0,0,0,0,1,1,20250330,20250416,1851
0,0,0,0,0,1,1,20250330,20250417,4171
0,0,0,0,0,1,1,20250330,20250418,133
0,0,0,0,0,1,1,20250330,20250418,3605
0,0,0,0,0,1,1,20250330,20250419,1927
0,0,0,0,0,1,1,20250330,20250419,2402
0,0,0,0,0,1,1,20250330,20250419,4152
0,0,0,0,0,1,1,20250330,20250420,1185
0,0,0,0,0,1,1,20250330,20250420,1621
0,0,0,0,0,1,1,20250330,20250420,1644
0,0,0,0,0,1,1,20250330,20250420,1969
0,0,0,0,0,1,1,20250330,20250420,2585
0,0,0,0,0,1,1,20250330,20250420,641
0,0,0,0,0,1,1,20250330,20250421,1096
0,0,0,0,0,1,1,20250330,20250421,1203
0,0,0,0,0,1,1,20250330,20250421,2500
0,0,0,0,0,1,1,20250330,20250421,3876
0,0,0,0,0,1,1,20250330,20250421,4274
0,0,0,0,0,1,1,20250330,20250421,4308
0,0,0,0,0,1,1,20250330,20250426,290
0,0,0,0,0,1,1,20250330,20250426,3835
0,0,0,0,0,1,1,20250330,20250426,635
0,0,0,0,0,1,1,20250330,20250427,1011
0,0,0,0,0,1,1,20250330,20250427,102
0,0,0,0,0,1,1,20250330,20250427,1103
0,0,0,0,0,1,1,20250330,20250427,12
0,0,0,0,0,1,1,20250330,20250427,1373
0,0,0,0,0,1,1,20250330,20250427,1460
0,0,0,0,0,1,1,20250330,20250427,151
0,0,0,0,0,1,1,20250330,20250427,1534
0,0,0,0,0,1,1,20250330,20250427,1576
0,0,0,0,0,1,1,20250330,20250427,1577
0,0,0,0,0,1,1,20250330,20250427,161
0,0,0,0,0,1,1,20250330,20250427,1710
0,0,0,0,0,1,1,20250330,20250427,2158
0,0,0,0,0,1,1,20250330,20250427,216
0,0,0,0,0,1,1,20250330,20250427,217
0,0,0,0,0,1,1,20250330,20250427,2186
0,0,0,0,0,1,1,20250330,20250427,2218
0,0,0,0,0,1,1,20250330,20250427,2334
0,0,0,0,0,1,1,20250330,20250427,2347
0,0,0,0,0,1,1,20250330,20250427,2442
0,0,0,0,0,1,1,20250330,20250427,2469
0,0,0,0,0,1,1,20250330,20250427,2475
0,0,0,0,0,1,1,20250330,20250427,2494
0,0,0,0,0,1,1,20250330,20250427,2495
0,0,0,0,0,1,1,20250330,20250427,2548
0,0,0,0,0,1,1,20250330,20250427,2592
0,0,0,0,0,1,1,20250330,20250427,2638
0,0,0,0,0,1,1,20250330,20250427,278
0,0,0,0,0,1,1,20250330,20250427,2789
0,0,0,0,0,1,1,20250330,20250427,2800
0,0,0,0,0,1,1,20250330,20250427,2853
0,0,0,0,0,1,1,20250330,20250427,2962
0,0,0,0,0,1,1,20250330,20250427,3154
0,0,0,0,0,1,1,20250330,20250427,3230
0,0,0,0,0,1,1,20250330,20250427,3310
0,0,0,0,0,1,1,20250330,20250427,3398
0,0,0,0,0,1,1,20250330,20250427,3424
0,0,0,0,0,1,1,20250330,20250427,3460
0,0,0,0,0,1,1,20250330,20250427,3517
0,0,0,0,0,1,1,20250330,20250427,3577
0,0,0,0,0,1,1,20250330,20250427,3587
0,0,0,0,0,1,1,20250330,20250427,3612
0,0,0,0,0,1,1,20250330,20250427,3722
0,0,0,0,0,1,1,20250330,20250427,3883
0,0,0,0,0,1,1,20250330,20250427,3919
0,0,0,0,0,1,1,20250330,20250427,3928
0,0,0,0,0,1,1,20250330,20250427,3982
0,0,0,0,0,1,1,20250330,20250427,4007
0,0,0,0,0,1,1,20250330,20250427,4299
0,0,0,0,0,1,1,20250330,20250427,4406
0,0,0,0,0,1,1,20250330,20250427,498
0,0,0,0,0,1,1,20250330,20250427,499
0,0,0,0,0,1,1,20250330,20250427,525
0,0,0,0,0,1,1,20250330,20250427,648
0,0,0,0,0,1,1,20250330,20250427,675
0,0,0,0,0,1,1,20250330,20250427,693
0,0,0,0,0,1,1,20250330,20250427,719
0,0,0,0,0,1,1,20250330,20250427,962
0,0,0,0,0,1,1,20250330,20250428,2076
0,0,0,0,0,1,1,20250330,20250429,1782
0,0,0,0,0,1,1,20250330,20250429,2128
0,0,0,0,0,1,1,20250330,20250429,3140
0,0,0,0,0,1,1,20250330,20250429,3540
0,0,0,0,0,1,1,20250330,20250429,4400
0,0,0,0,0,1,1,20250331,20250427,3860
0,0,0,0,0,1,1,20250331,20250427,703
0,0,0,0,0,1,1,20250402,20250429,4123
0,0,0,0,0,1,1,20250405,20250406,108
0,0,0,0,0,1,1,20250405,20250412,4090
0,0,0,0,0,1,1,20250405,20250412,980
0,0,0,0,0,1,1,20250405,20250413,1209
0,0,0,0,0,1,1,20250405,20250413,1578
0,0,0,0,0,1,1,20250405,20250418,4263
0,0,0,0,0,1,1,20250405,20250420,1399
0,0,0,0,0,1,1,20250405,20250420,1413
0,0,0,0,0,1,1,20250405,20250420,2454
0,0,0,0,0,1,1,20250405,20250421,1744
0,0,0,0,0,1,1,20250405,20250421,2187
0,0,0,0,0,1,1,20250405,20250421,3085
0,0,0,0,0,1,1,20250405,20250421,3113
0,0,0,0,0,1,1,20250405,20250421,3224
0,0,0,0,0,1,1,20250405,20250421,3710
0,0,0,0,0,1,1,20250405,20250421,481
0,0,0,0,0,1,1,20250405,20250426,1437
0,0,0,0,0,1,1,20250405,20250426,382
0,0,0,0,0,1,1,20250405,20250426,4304
0,0,0,0,0,1,1,20250405,20250427,1175
0,0,0,0,0,1,1,20250405,20250427,2072
0,0,0,0,0,1,1,20250405,20250427,2082
0,0,0,0,0,1,1,20250405,20250427,2245
0,0,0,0,0,1,1,20250405,20250427,2273
0,0,0,0,0,1,1,20250405,20250427,2279
0,0,0,0,0,1,1,20250405,20250427,2543
0,0,0,0,0,1,1,20250405,20250427,2586
0,0,0,0,0,1,1,20250405,20250427,262
0,0,0,0,0,1,1,20250405,20250427,2975
0,0,0,0,0,1,1,20250405,20250427,310
0,0,0,0,0,1,1,20250405,20250427,3803
0,0,0,0,0,1,1,20250405,20250427,4334
0,0,0,0,0,1,1,20250405,20250427,608
0,0,0,0,0,1,1,20250405,20250427,720
0,0,0,0,0,1,1,20250405,20250427,778
0,0,0,0,0,1,1,20250405,20250427,789
0,0,0,0,0,1,1,20250405,20250427,966
0,0,0,0,0,1,1,20250405,20250427,984
0,0,0,0,0,1,1,20250405,20250429,1228
0,0,0,0,0,1,1,20250406,20250412,1538
0,0,0,0,0,1,1,20250406,20250413,1156
0,0,0,0,0,1,1,20250406,20250419,2758
0,0,0,0,0,1,1,20250406,20250420,4313
0,0,0,0,0,1,1,20250406,20250421,1176
0,0,0,0,0,1,1,20250406,20250427,1004
0,0,0,0,0,1,1,20250406,20250427,1059
0,0,0,0,0,1,1,20250406,20250427,1120
0,0,0,0,0,1,1,20250406,20250427,1947
0,0,0,0,0,1,1,20250406,20250427,2341
0,0,0,0,0,1,1,20250406,20250427,2421
0,0,0,0,0,1,1,20250406,20250427,2427
0,0,0,0,0,1,1,20250406,20250427,2749
0,0,0,0,0,1,1,20250406,20250427,299
0,0,0,0,0,1,1,20250406,20250427,3205
0,0,0,0,0,1,1,20250406,20250427,3333
0,0,0,0,0,1,1,20250406,20250427,3487
0,0,0,0,0,1,1,20250406,20250427,3821
0,0,0,0,0,1,1,20250406,20250427,3920
0,0,0,0,0,1,1,20250406,20250427,4040
0,0,0,0,0,1,1,20250406,20250428,2769
0,0,0,0,0,1,1,20250412,20250413,1645
0,0,0,0,0,1,1,20250412,20250419,3341
0,0,0,0,0,1,1,20250412,20250420,4281
0,0,0,0,0,1,1,20250412,20250421,3394
0,0,0,0,0,1,1,20250412,20250421,4230
0,0,0,0,0,1,1,20250412,20250427,2319
0,0,0,0,0,1,1,20250412,20250427,2325
0,0,0,0,0,1,1,20250412,20250427,2458
0,0,0,0,0,1,1,20250412,20250427,2560
0,0,0,0,0,1,1,20250412,20250427,2570
0,0,0,0,0,1,1,20250412,20250427,3163
0,0,0,0,0,1,1,20250412,20250427,3606
0,0,0,0,0,1,1,20250412,20250428,2259
0,0,0,0,0,1,1,20250413,20250421,4377
0,0,0,0,0,1,1,20250413,20250427,2441
0,0,0,0,0,1,1,20250417,20250426,4378
0,0,0,0,0,1,1,20250417,20250429,3217
0,0,0,0,0,1,1,20250418,20250426,2096
0,0,0,0,0,1,1,20250418,20250427,3567
0,0,0,0,0,1,1,20250419,20250420,1351
0,0,0,0,0,1,1,20250419,20250427,1610
0,0,0,0,0,1,1,20250419,20250427,1798
0,0,0,0,0,1,1,20250420,20250426,4217
0,0,0,0,0,1,1,20250420,20250427,3378
0,0,0,0,0,1,1,20250426,20250427,4407
0,0,0,0,1,0,0,20250330,20250412,507
0,0,0,0,1,0,0,20250330,20250425,340
0,0,0,0,1,0,0,20250404,20250411,1547
0,0,0,0,1,0,0,20250404,20250412,1307
0,0,0,0,1,0,0,20250404,20250413,3521
0,0,0,0,1,0,0,20250404,20250418,1689
0,0,0,0,1,0,0,20250404,20250420,1254
0,0,0,0,1,0,0,20250404,20250425,1390
0,0,0,0,1,0,0,20250404,20250425,1617
0,0,0,0,1,0,0,20250404,20250425,1631
0,0,0,0,1,0,0,20250404,20250425,2732
0,0,0,0,1,0,0,20250404,20250425,2983
0,0,0,0,1,0,0,20250404,20250425,2992
0,0,0,0,1,0,0,20250404,20250425,3106
0,0,0,0,1,0,0,20250404,20250425,3136
0,0,0,0,1,0,0,20250404,20250425,3241
0,0,0,0,1,0,0,20250404,20250425,4164
0,0,0,0,1,0,0,20250404,20250425,534
0,0,0,0,1,0,0,20250404,20250425,951
0,0,0,0,1,0,0,20250404,20250426,2422
0,0,0,0,1,0,0,20250404,20250427,167
0,0,0,0,1,0,0,20250404,20250428,3445
0,0,0,0,1,0,0,20250404,20250429,2970
0,0,0,0,1,0,0,20250404,20250429,4035
0,0,0,0,1,0,0,20250404,20250429,4408
0,0,0,0,1,0,0,20250404,20250429,573
0,0,0,0,1,0,0,20250405,20250425,3405
0,0,0,0,1,0,0,20250405,20250426,2801
0,0,0,0,1,0,0,20250411,20250425,1920
0,0,0,0,1,0,0,20250411,20250425,2049
0,0,0,0,1,0,0,20250411,20250425,3989
0,0,0,0,1,0,0,20250417,20250426,2228
0,0,0,0,1,0,0,20250418,20250425,1186
0,0,0,0,1,0,0,20250418,20250425,1467
0,0,0,0,1,0,0,20250418,20250425,152
0,0,0,0,1,0,0,20250418,20250426,3206
0,0,0,0,1,0,0,20250418,20250427,4084
0,0,0,0,1,0,1,20250330,20250404,2409
0,0,0,0,1,0,1,20250330,20250404,3254
0,0,0,0,1,0,1,20250330,20250406,2350
0,0,0,0,1,0,1,20250330,20250411,3319
0,0,0,0,1,0,1,20250330,20250411,4091
0,0,0,0,1,0,1,20250330,20250413,1380
0,0,0,0,1,0,1,20250330,20250413,1995
0,0,0,0,1,0,1,20250330,20250413,4204
0,0,0,0,1,0,1,20250330,20250417,3600
0,0,0,0,1,0,1,20250330,20250420,4319
0,0,0,0,1,0,1,20250330,20250421,1823
0,0,0,0,1,0,1,20250330,20250427,1066
0,0,0,0,1,0,1,20250330,20250427,1130
0,0,0,0,1,0,1,20250330,20250427,1294
0,0,0,0,1,0,1,20250330,20250427,1415
0,0,0,0,1,0,1,20250330,20250427,1474
0,0,0,0,1,0,1,20250330,20250427,1512
0,0,0,0,1,0,1,20250330,20250427,2295
0,0,0,0,1,0,1,20250330,20250427,2544
0,0,0,0,1,0,1,20250330,20250427,3011
0,0,0,0,1,0,1,20250330,20250427,327
0,0,0,0,1,0,1,20250330,20250427,3687
0,0,0,0,1,0,1,20250330,20250429,1092
0,0,0,0,1,0,1,20250404,20250406,1970
0,0,0,0,1,0,1,20250404,20250411,3839
0,0,0,0,1,0,1,20250404,20250427,1865
0,0,0,0,1,0,1,20250406,20250411,3925
0,0,0,0,1,0,1,20250406,20250413,3764
0,0,0,0,1,0,1,20250411,20250413,2628
0,0,0,0,1,0,1,20250411,20250427,1866
0,0,0,0,1,0,1,20250411,20250427,2410
0,0,0,0,1,0,1,20250412,20250418,3303
0,0,0,0,1,0,1,20250413,20250418,1812
0,0,0,0,1,0,1,20250413,20250418,2664
0,0,0,0,1,0,1,20250413,20250418,2921
0,0,0,0,1,0,1,20250413,20250418,898
0,0,0,0,1,0,1,20250413,20250420,1611
0,0,0,0,1,0,1,20250413,20250421,3056
0,0,0,0,1,0,1,20250413,20250421,733
0,0,0,0,1,0,1,20250413,20250427,666
0,0,0,0,1,0,1,20250417,20250425,1809
0,0,0,0,1,0,1,20250418,20250420,4231
0,0,0,0,1,0,1,20250418,20250420,679
0,0,0,0,1,0,1,20250420,20250425,410
0,0,0,0,1,0,1,20250425,20250427,3906
0,0,0,0,1,1,0,20250330,20250412,3371
0,0,0,0,1,1,0,20250331,20250426,2877
0,0,0,0,1,1,0,20250331,20250426,3395
0,0,0,0,1,1,0,20250331,20250426,767
0,0,0,0,1,1,0,20250401,20250429,1347
0,0,0,0,1,1,0,20250401,20250429,2234
0,0,0,0,1,1,0,20250404,20250405,1042
0,0,0,0,1,1,0,20250404,20250405,1187
0,0,0,0,1,1,0,20250404,20250405,2878
0,0,0,0,1,1,0,20250404,20250405,71
0,0,0,0,1,1,0,20250404,20250411,843
0,0,0,0,1,1,0,20250404,20250412,3690
0,0,0,0,1,1,0,20250404,20250417,3383
0,0,0,0,1,1,0,20250404,20250417,4010
0,0,0,0,1,1,0,20250404,20250419,2814
0,0,0,0,1,1,0,20250404,20250419,3337
0,0,0,0,1,1,0,20250404,20250419,365
0,0,0,0,1,1,0,20250404,20250420,2914
0,0,0,0,1,1,0,20250404,20250420,2925
0,0,0,0,1,1,0,20250404,20250420,3891
0,0,0,0,1,1,0,20250404,20250420,4428
0,0,0,0,1,1,0,20250404,20250420,945
0,0,0,0,1,1,0,20250404,20250425,1045
0,0,0,0,1,1,0,20250404,20250425,2261
0,0,0,0,1,1,0,20250404,20250425,2724
0,0,0,0,1,1,0,20250404,20250425,2915
0,0,0,0,1,1,0,20250404,20250426,1043
0,0,0,0,1,1,0,20250404,20250426,1046
0,0,0,0,1,1,0,20250404,20250426,1138
0,0,0,0,1,1,0,20250404,20250426,1280
0,0,0,0,1,1,0,20250404,20250426,1963
0,0,0,0,1,1,0,20250404,20250426,2019
0,0,0,0,1,1,0,20250404,20250426,2168
0,0,0,0,1,1,0,20250404,20250426,2358
0,0,0,0,1,1,0,20250404,20250426,2511
0,0,0,0,1,1,0,20250404,20250426,2831
0,0,0,0,1,1,0,20250404,20250426,3482
0,0,0,0,1,1,0,20250404,20250426,3619
0,0,0,0,1,1,0,20250404,20250426,3698
0,0,0,0,1,1,0,20250404,20250426,3877
0,0,0,0,1,1,0,20250404,20250426,3912
0,0,0,0,1,1,0,20250404,20250426,3972
0,0,0,0,1,1,0,20250404,20250426,667
0,0,0,0,1,1,0,20250404,20250426,723
0,0,0,0,1,1,0,20250404,20250426,807
0,0,0,0,1,1,0,20250404,20250426,963
0,0,0,0,1,1,0,20250404,20250427,2432
0,0,0,0,1,1,0,20250404,20250427,2526
0,0,0,0,1,1,0,20250404,20250429,3795
0,0,0,0,1,1,0,20250405,20250411,1602
0,0,0,0,1,1,0,20250405,20250412,1679
0,0,0,0,1,1,0,20250405,20250412,1885
0,0,0,0,1,1,0,20250405,20250413,1495
0,0,0,0,1,1,0,20250405,20250413,1591
0,0,0,0,1,1,0,20250405,20250414,2087
0,0,0,0,1,1,0,20250405,20250420,32
0,0,0,0,1,1,0,20250405,20250426,1562
0,0,0,0,1,1,0,20250405,20250426,2003
0,0,0,0,1,1,0,20250405,20250426,3183
0,0,0,0,1,1,0,20250405,20250426,3266
0,0,0,0,1,1,0,20250405,20250426,3326
0,0,0,0,1,1,0,20250405,20250426,4115
0,0,0,0,1,1,0,20250405,20250426,981
0,0,0,0,1,1,0,20250405,20250428,3235
0,0,0,0,1,1,0,20250405,20250429,2624
0,0,0,0,1,1,0,20250405,20250429,4440
0,0,0,0,1,1,0,20250411,20250412,2607
0,0,0,0,1,1,0,20250411,20250412,3503
0,0,0,0,1,1,0,20250411,20250412,3522
0,0,0,0,1,1,0,20250411,20250412,3908
0,0,0,0,1,1,0,20250411,20250412,4079
0,0,0,0,1,1,0,20250411,20250412,646
0,0,0,0,1,1,0,20250411,20250412,699
0,0,0,0,1,1,0,20250411,20250417,1229
0,0,0,0,1,1,0,20250411,20250418,628
0,0,0,0,1,1,0,20250411,20250425,2147
0,0,0,0,1,1,0,20250411,20250425,855
0,0,0,0,1,1,0,20250411,20250426,1468
0,0,0,0,1,1,0,20250411,20250426,2942
0,0,0,0,1,1,0,20250411,20250426,3022
0,0,0,0,1,1,0,20250411,20250426,3184
0,0,0,0,1,1,0,20250411,20250426,3285
0,0,0,0,1,1,0,20250411,20250426,790
0,0,0,0,1,1,0,20250412,20250418,3508
0,0,0,0,1,1,0,20250412,20250419,755
0,0,0,0,1,1,0,20250412,20250420,820
0,0,0,0,1,1,0,20250412,20250426,2512
0,0,0,0,1,1,0,20250417,20250425,3356
0,0,0,0,1,1,0,20250418,20250419,1618
0,0,0,0,1,1,0,20250418,20250419,4323
0,0,0,0,1,1,0,20250418,20250421,1498
0,0,0,0,1,1,0,20250418,20250421,1783
0,0,0,0,1,1,0,20250418,20250421,4025
0,0,0,0,1,1,0,20250418,20250421,4445
0,0,0,0,1,1,0,20250418,20250426,153
0,0,0,0,1,1,0,20250419,20250420,2020
0,0,0,0,1,1,0,20250419,20250425,946
0,0,0,0,1,1,0,20250419,20250426,704
0,0,0,0,1,1,0,20250425,20250426,2063
0,0,0,0,1,1,0,20250425,20250427,3108
0,0,0,0,1,1,0,20250425,20250427,3272
0,0,0,0,1,1,0,20250425,20250427,3639
0,0,0,0,1,1,1,20250330,20250406,3636
0,0,0,0,1,1,1,20250330,20250411,1732
0,0,0,0,1,1,1,20250330,20250412,2331
